seed,gse_type,log_file,date_time,duration_hours,duration_min,gse_count,gse_speed,charge_duration_min,base_consumption_rate_pct_per_unit,recharge_rate_pct_per_min,auction_alpha,auction_beta
60,gas,seed060_gas.log,2026-04-23 11:39:10,24.0,1440.0,8,4.0,2.0,0.25,50.0,0.7,0.3
63,gas,seed063_gas.log,2026-04-23 11:39:10,24.0,1440.0,8,4.0,2.0,0.25,50.0,0.7,0.3
64,gas,seed064_gas.log,2026-04-23 11:39:10,24.0,1440.0,8,4.0,2.0,0.25,50.0,0.7,0.3
67,gas,seed067_gas.log,2026-04-23 11:39:11,24.0,1440.0,8,4.0,2.0,0.25,50.0,0.7,0.3
68,gas,seed068_gas.log,2026-04-23 11:39:11,24.0,1440.0,8,4.0,2.0,0.25,50.0,0.7,0.3
69,gas,seed069_gas.log,2026-04-23 11:39:11,24.0,1440.0,8,4.0,2.0,0.25,50.0,0.7,0.3
72,gas,seed072_gas.log,2026-04-23 11:39:11,24.0,1440.0,8,4.0,2.0,0.25,50.0,0.7,0.3
71,gas,seed071_gas.log,2026-04-23 11:39:11,24.0,1440.0,8,4.0,2.0,0.25,50.0,0.7,0.3
70,gas,seed070_gas.log,2026-04-23 11:39:11,24.0,1440.0,8,4.0,2.0,0.25,50.0,0.7,0.3
76,gas,seed076_gas.log,2026-04-23 11:39:12,24.0,1440.0,8,4.0,2.0,0.25,50.0,0.7,0.3
78,gas,seed078_gas.log,2026-04-23 11:39:12,24.0,1440.0,8,4.0,2.0,0.25,50.0,0.7,0.3
80,gas,seed080_gas.log,2026-04-23 11:39:12,24.0,1440.0,8,4.0,2.0,0.25,50.0,0.7,0.3
73,gas,seed073_gas.log,2026-04-23 11:39:12,24.0,1440.0,8,4.0,2.0,0.25,50.0,0.7,0.3
74,gas,seed074_gas.log,2026-04-23 11:39:12,24.0,1440.0,8,4.0,2.0,0.25,50.0,0.7,0.3
77,gas,seed077_gas.log,2026-04-23 11:39:12,24.0,1440.0,8,4.0,2.0,0.25,50.0,0.7,0.3
75,gas,seed075_gas.log,2026-04-23 11:39:12,24.0,1440.0,8,4.0,2.0,0.25,50.0,0.7,0.3
79,gas,seed079_gas.log,2026-04-23 11:39:13,24.0,1440.0,8,4.0,2.0,0.25,50.0,0.7,0.3
82,gas,seed082_gas.log,2026-04-23 11:39:13,24.0,1440.0,8,4.0,2.0,0.25,50.0,0.7,0.3
83,gas,seed083_gas.log,2026-04-23 11:39:13,24.0,1440.0,8,4.0,2.0,0.25,50.0,0.7,0.3
85,gas,seed085_gas.log,2026-04-23 11:39:14,24.0,1440.0,8,4.0,2.0,0.25,50.0,0.7,0.3
84,gas,seed084_gas.log,2026-04-23 11:39:14,24.0,1440.0,8,4.0,2.0,0.25,50.0,0.7,0.3
86,gas,seed086_gas.log,2026-04-23 11:39:14,24.0,1440.0,8,4.0,2.0,0.25,50.0,0.7,0.3
87,gas,seed087_gas.log,2026-04-23 11:39:14,24.0,1440.0,8,4.0,2.0,0.25,50.0,0.7,0.3
81,gas,seed081_gas.log,2026-04-23 11:39:14,24.0,1440.0,8,4.0,2.0,0.25,50.0,0.7,0.3
89,gas,seed089_gas.log,2026-04-23 11:39:14,24.0,1440.0,8,4.0,2.0,0.25,50.0,0.7,0.3
88,gas,seed088_gas.log,2026-04-23 11:39:14,24.0,1440.0,8,4.0,2.0,0.25,50.0,0.7,0.3
96,gas,seed096_gas.log,2026-04-23 11:39:15,24.0,1440.0,8,4.0,2.0,0.25,50.0,0.7,0.3
94,gas,seed094_gas.log,2026-04-23 11:39:15,24.0,1440.0,8,4.0,2.0,0.25,50.0,0.7,0.3
93,gas,seed093_gas.log,2026-04-23 11:39:15,24.0,1440.0,8,4.0,2.0,0.25,50.0,0.7,0.3
91,gas,seed091_gas.log,2026-04-23 11:39:15,24.0,1440.0,8,4.0,2.0,0.25,50.0,0.7,0.3
90,gas,seed090_gas.log,2026-04-23 11:39:15,24.0,1440.0,8,4.0,2.0,0.25,50.0,0.7,0.3
92,gas,seed092_gas.log,2026-04-23 11:39:15,24.0,1440.0,8,4.0,2.0,0.25,50.0,0.7,0.3
95,gas,seed095_gas.log,2026-04-23 11:39:15,24.0,1440.0,8,4.0,2.0,0.25,50.0,0.7,0.3
97,gas,seed097_gas.log,2026-04-23 11:39:16,24.0,1440.0,8,4.0,2.0,0.25,50.0,0.7,0.3
99,gas,seed099_gas.log,2026-04-23 11:39:16,24.0,1440.0,8,4.0,2.0,0.25,50.0,0.7,0.3
98,gas,seed098_gas.log,2026-04-23 11:39:16,24.0,1440.0,8,4.0,2.0,0.25,50.0,0.7,0.3
