seed,gse_type,log_file,gse_id,total_energy_consumed_pct,tasks_completed
8,electric,seed008_electric.log,3,522.0,11
8,electric,seed008_electric.log,4,922.0,16
8,electric,seed008_electric.log,5,888.0,15
8,electric,seed008_electric.log,6,890.0,13
8,electric,seed008_electric.log,7,786.0,10
8,electric,seed008_electric.log,8,896.0,15
10,electric,seed010_electric.log,1,744.0,19
10,electric,seed010_electric.log,2,364.0,10
10,electric,seed010_electric.log,3,804.0,14
10,electric,seed010_electric.log,4,692.0,14
10,electric,seed010_electric.log,5,706.0,12
10,electric,seed010_electric.log,6,894.0,14
10,electric,seed010_electric.log,7,1068.0,15
10,electric,seed010_electric.log,8,376.0,5
11,electric,seed011_electric.log,1,908.0,18
11,electric,seed011_electric.log,2,748.0,15
11,electric,seed011_electric.log,3,680.0,12
11,electric,seed011_electric.log,4,808.0,13
11,electric,seed011_electric.log,5,892.0,14
11,electric,seed011_electric.log,6,818.0,13
11,electric,seed011_electric.log,7,736.0,12
11,electric,seed011_electric.log,8,842.0,12
13,electric,seed013_electric.log,1,822.0,22
13,electric,seed013_electric.log,2,804.0,18
13,electric,seed013_electric.log,3,274.0,8
13,electric,seed013_electric.log,4,886.0,13
13,electric,seed013_electric.log,5,732.0,14
13,electric,seed013_electric.log,6,816.0,8
13,electric,seed013_electric.log,7,924.0,14
13,electric,seed013_electric.log,8,776.0,14
12,electric,seed012_electric.log,1,692.0,18
12,electric,seed012_electric.log,2,552.0,11
12,electric,seed012_electric.log,3,782.0,20
12,electric,seed012_electric.log,4,748.0,13
12,electric,seed012_electric.log,5,688.0,11
12,electric,seed012_electric.log,6,748.0,15
12,electric,seed012_electric.log,7,838.0,10
12,electric,seed012_electric.log,8,790.0,12
17,electric,seed017_electric.log,1,960.0,18
17,electric,seed017_electric.log,2,654.0,14
17,electric,seed017_electric.log,3,744.0,15
17,electric,seed017_electric.log,4,976.0,16
17,electric,seed017_electric.log,5,570.0,9
17,electric,seed017_electric.log,6,464.0,9
17,electric,seed017_electric.log,7,260.0,5
17,electric,seed017_electric.log,8,916.0,16
18,electric,seed018_electric.log,1,782.0,20
18,electric,seed018_electric.log,2,728.0,17
18,electric,seed018_electric.log,3,822.0,14
18,electric,seed018_electric.log,4,900.0,17
18,electric,seed018_electric.log,5,466.0,7
18,electric,seed018_electric.log,6,386.0,7
18,electric,seed018_electric.log,7,1018.0,17
18,electric,seed018_electric.log,8,938.0,14
14,electric,seed014_electric.log,1,746.0,17
14,electric,seed014_electric.log,2,894.0,15
14,electric,seed014_electric.log,3,528.0,11
14,electric,seed014_electric.log,4,764.0,13
14,electric,seed014_electric.log,5,622.0,11
14,electric,seed014_electric.log,6,900.0,11
14,electric,seed014_electric.log,7,826.0,13
14,electric,seed014_electric.log,8,790.0,15
15,electric,seed015_electric.log,1,626.0,12
15,electric,seed015_electric.log,2,802.0,16
15,electric,seed015_electric.log,3,700.0,15
15,electric,seed015_electric.log,4,878.0,15
15,electric,seed015_electric.log,5,764.0,11
15,electric,seed015_electric.log,6,900.0,12
15,electric,seed015_electric.log,7,932.0,14
15,electric,seed015_electric.log,8,860.0,11
19,electric,seed019_electric.log,1,748.0,18
19,electric,seed019_electric.log,2,912.0,17
19,electric,seed019_electric.log,3,920.0,16
19,electric,seed019_electric.log,4,828.0,16
19,electric,seed019_electric.log,5,658.0,11
19,electric,seed019_electric.log,6,986.0,17
19,electric,seed019_electric.log,7,748.0,9
19,electric,seed019_electric.log,8,1028.0,7
20,electric,seed020_electric.log,1,812.0,18
20,electric,seed020_electric.log,2,864.0,18
20,electric,seed020_electric.log,3,816.0,14
20,electric,seed020_electric.log,4,736.0,10
20,electric,seed020_electric.log,5,624.0,9
20,electric,seed020_electric.log,6,744.0,12
20,electric,seed020_electric.log,7,896.0,15
20,electric,seed020_electric.log,8,976.0,8
16,electric,seed016_electric.log,1,698.0,16
16,electric,seed016_electric.log,2,394.0,9
16,electric,seed016_electric.log,3,750.0,14
16,electric,seed016_electric.log,4,802.0,15
16,electric,seed016_electric.log,5,708.0,15
16,electric,seed016_electric.log,6,970.0,16
16,electric,seed016_electric.log,7,802.0,13
16,electric,seed016_electric.log,8,794.0,13
25,electric,seed025_electric.log,1,454.0,10
25,electric,seed025_electric.log,2,648.0,13
25,electric,seed025_electric.log,3,548.0,14
25,electric,seed025_electric.log,4,756.0,14
25,electric,seed025_electric.log,5,828.0,16
25,electric,seed025_electric.log,6,1072.0,19
25,electric,seed025_electric.log,7,1000.0,12
25,electric,seed025_electric.log,8,396.0,7
21,electric,seed021_electric.log,1,732.0,18
21,electric,seed021_electric.log,2,792.0,17
21,electric,seed021_electric.log,3,628.0,15
21,electric,seed021_electric.log,4,716.0,14
21,electric,seed021_electric.log,5,810.0,10
21,electric,seed021_electric.log,6,742.0,11
21,electric,seed021_electric.log,7,742.0,12
21,electric,seed021_electric.log,8,868.0,12
22,electric,seed022_electric.log,1,276.0,5
22,electric,seed022_electric.log,2,810.0,22
22,electric,seed022_electric.log,3,820.0,16
22,electric,seed022_electric.log,4,890.0,15
22,electric,seed022_electric.log,5,964.0,20
22,electric,seed022_electric.log,6,888.0,11
22,electric,seed022_electric.log,7,462.0,7
22,electric,seed022_electric.log,8,846.0,12
24,electric,seed024_electric.log,1,558.0,13
24,electric,seed024_electric.log,2,640.0,16
24,electric,seed024_electric.log,3,700.0,15
24,electric,seed024_electric.log,4,822.0,11
24,electric,seed024_electric.log,5,646.0,13
24,electric,seed024_electric.log,6,790.0,17
24,electric,seed024_electric.log,7,984.0,14
24,electric,seed024_electric.log,8,886.0,12
27,electric,seed027_electric.log,1,914.0,18
27,electric,seed027_electric.log,2,866.0,20
27,electric,seed027_electric.log,3,480.0,11
27,electric,seed027_electric.log,4,420.0,10
27,electric,seed027_electric.log,5,804.0,12
27,electric,seed027_electric.log,6,782.0,13
27,electric,seed027_electric.log,7,856.0,12
27,electric,seed027_electric.log,8,836.0,12
23,electric,seed023_electric.log,1,646.0,16
23,electric,seed023_electric.log,2,602.0,11
23,electric,seed023_electric.log,3,668.0,12
23,electric,seed023_electric.log,4,820.0,15
23,electric,seed023_electric.log,5,854.0,17
23,electric,seed023_electric.log,6,818.0,15
23,electric,seed023_electric.log,7,900.0,15
23,electric,seed023_electric.log,8,1020.0,13
26,electric,seed026_electric.log,1,776.0,21
26,electric,seed026_electric.log,2,798.0,21
26,electric,seed026_electric.log,3,738.0,16
26,electric,seed026_electric.log,4,800.0,15
26,electric,seed026_electric.log,5,876.0,12
26,electric,seed026_electric.log,6,272.0,5
26,electric,seed026_electric.log,7,824.0,12
26,electric,seed026_electric.log,8,760.0,12
33,electric,seed033_electric.log,1,644.0,14
33,electric,seed033_electric.log,2,922.0,18
33,electric,seed033_electric.log,3,932.0,18
33,electric,seed033_electric.log,4,936.0,22
33,electric,seed033_electric.log,5,478.0,10
33,electric,seed033_electric.log,6,394.0,8
33,electric,seed033_electric.log,7,478.0,8
33,electric,seed033_electric.log,8,940.0,13
29,electric,seed029_electric.log,1,678.0,17
29,electric,seed029_electric.log,2,816.0,18
29,electric,seed029_electric.log,3,800.0,12
29,electric,seed029_electric.log,4,890.0,16
29,electric,seed029_electric.log,5,870.0,11
29,electric,seed029_electric.log,6,928.0,14
29,electric,seed029_electric.log,7,1048.0,11
29,electric,seed029_electric.log,8,566.0,9
30,electric,seed030_electric.log,1,618.0,20
30,electric,seed030_electric.log,2,730.0,12
30,electric,seed030_electric.log,3,866.0,17
30,electric,seed030_electric.log,4,830.0,11
30,electric,seed030_electric.log,5,828.0,11
30,electric,seed030_electric.log,6,894.0,15
30,electric,seed030_electric.log,7,998.0,15
30,electric,seed030_electric.log,8,826.0,12
31,electric,seed031_electric.log,1,376.0,9
31,electric,seed031_electric.log,2,840.0,17
31,electric,seed031_electric.log,3,738.0,17
31,electric,seed031_electric.log,4,748.0,16
31,electric,seed031_electric.log,5,868.0,14
31,electric,seed031_electric.log,6,782.0,13
31,electric,seed031_electric.log,7,946.0,16
31,electric,seed031_electric.log,8,842.0,8
28,electric,seed028_electric.log,1,696.0,16
28,electric,seed028_electric.log,2,808.0,19
28,electric,seed028_electric.log,3,618.0,12
28,electric,seed028_electric.log,4,422.0,7
28,electric,seed028_electric.log,5,884.0,15
28,electric,seed028_electric.log,6,970.0,14
28,electric,seed028_electric.log,7,888.0,13
28,electric,seed028_electric.log,8,866.0,12
32,electric,seed032_electric.log,1,756.0,19
32,electric,seed032_electric.log,2,842.0,17
32,electric,seed032_electric.log,3,712.0,15
32,electric,seed032_electric.log,4,742.0,12
32,electric,seed032_electric.log,5,358.0,9
32,electric,seed032_electric.log,6,772.0,12
32,electric,seed032_electric.log,7,846.0,14
32,electric,seed032_electric.log,8,584.0,8
35,electric,seed035_electric.log,1,688.0,19
35,electric,seed035_electric.log,2,666.0,16
35,electric,seed035_electric.log,3,820.0,14
35,electric,seed035_electric.log,4,804.0,15
35,electric,seed035_electric.log,5,550.0,9
35,electric,seed035_electric.log,6,924.0,15
35,electric,seed035_electric.log,7,800.0,16
35,electric,seed035_electric.log,8,884.0,13
34,electric,seed034_electric.log,1,822.0,20
34,electric,seed034_electric.log,2,890.0,18
34,electric,seed034_electric.log,3,780.0,16
34,electric,seed034_electric.log,4,762.0,10
34,electric,seed034_electric.log,5,810.0,14
34,electric,seed034_electric.log,6,888.0,11
34,electric,seed034_electric.log,7,932.0,11
34,electric,seed034_electric.log,8,676.0,10
36,electric,seed036_electric.log,1,502.0,11
36,electric,seed036_electric.log,2,626.0,14
36,electric,seed036_electric.log,3,766.0,17
36,electric,seed036_electric.log,4,830.0,14
36,electric,seed036_electric.log,5,798.0,14
36,electric,seed036_electric.log,6,656.0,11
36,electric,seed036_electric.log,7,852.0,12
36,electric,seed036_electric.log,8,834.0,14
37,electric,seed037_electric.log,1,830.0,23
37,electric,seed037_electric.log,2,794.0,19
37,electric,seed037_electric.log,3,662.0,13
37,electric,seed037_electric.log,4,822.0,15
37,electric,seed037_electric.log,5,896.0,13
37,electric,seed037_electric.log,6,712.0,9
37,electric,seed037_electric.log,7,310.0,6
37,electric,seed037_electric.log,8,836.0,14
40,electric,seed040_electric.log,1,742.0,20
40,electric,seed040_electric.log,2,466.0,11
40,electric,seed040_electric.log,3,924.0,18
40,electric,seed040_electric.log,4,870.0,17
40,electric,seed040_electric.log,5,986.0,17
40,electric,seed040_electric.log,6,660.0,9
40,electric,seed040_electric.log,7,740.0,10
40,electric,seed040_electric.log,8,940.0,15
41,electric,seed041_electric.log,1,788.0,16
41,electric,seed041_electric.log,2,714.0,16
41,electric,seed041_electric.log,3,848.0,17
41,electric,seed041_electric.log,4,818.0,13
41,electric,seed041_electric.log,5,614.0,10
41,electric,seed041_electric.log,6,786.0,12
41,electric,seed041_electric.log,7,764.0,11
41,electric,seed041_electric.log,8,934.0,13
44,electric,seed044_electric.log,1,660.0,14
44,electric,seed044_electric.log,2,856.0,20
44,electric,seed044_electric.log,3,806.0,17
44,electric,seed044_electric.log,4,840.0,15
44,electric,seed044_electric.log,5,636.0,10
44,electric,seed044_electric.log,6,1018.0,17
44,electric,seed044_electric.log,7,792.0,7
44,electric,seed044_electric.log,8,852.0,12
39,electric,seed039_electric.log,1,760.0,17
39,electric,seed039_electric.log,2,704.0,17
39,electric,seed039_electric.log,3,724.0,14
39,electric,seed039_electric.log,4,846.0,16
39,electric,seed039_electric.log,5,812.0,14
39,electric,seed039_electric.log,6,870.0,12
39,electric,seed039_electric.log,7,720.0,14
39,electric,seed039_electric.log,8,604.0,9
38,electric,seed038_electric.log,1,910.0,21
38,electric,seed038_electric.log,2,832.0,16
38,electric,seed038_electric.log,3,378.0,8
38,electric,seed038_electric.log,4,730.0,16
38,electric,seed038_electric.log,5,738.0,14
38,electric,seed038_electric.log,6,856.0,16
38,electric,seed038_electric.log,7,934.0,16
38,electric,seed038_electric.log,8,846.0,12
43,electric,seed043_electric.log,1,586.0,12
43,electric,seed043_electric.log,2,714.0,15
43,electric,seed043_electric.log,3,842.0,18
43,electric,seed043_electric.log,4,822.0,16
43,electric,seed043_electric.log,5,834.0,16
43,electric,seed043_electric.log,6,920.0,14
43,electric,seed043_electric.log,7,754.0,10
43,electric,seed043_electric.log,8,444.0,6
42,electric,seed042_electric.log,1,840.0,17
42,electric,seed042_electric.log,2,940.0,18
42,electric,seed042_electric.log,3,564.0,14
42,electric,seed042_electric.log,4,906.0,17
42,electric,seed042_electric.log,5,832.0,13
42,electric,seed042_electric.log,6,898.0,13
42,electric,seed042_electric.log,7,414.0,7
42,electric,seed042_electric.log,8,882.0,11
46,electric,seed046_electric.log,1,822.0,19
46,electric,seed046_electric.log,2,740.0,20
46,electric,seed046_electric.log,3,792.0,15
46,electric,seed046_electric.log,4,766.0,13
46,electric,seed046_electric.log,5,858.0,12
46,electric,seed046_electric.log,6,78.0,2
46,electric,seed046_electric.log,7,858.0,15
46,electric,seed046_electric.log,8,882.0,15
45,electric,seed045_electric.log,1,798.0,20
45,electric,seed045_electric.log,2,756.0,16
45,electric,seed045_electric.log,3,538.0,11
45,electric,seed045_electric.log,4,904.0,13
45,electric,seed045_electric.log,5,726.0,16
45,electric,seed045_electric.log,6,444.0,9
45,electric,seed045_electric.log,7,732.0,13
45,electric,seed045_electric.log,8,796.0,12
47,electric,seed047_electric.log,1,458.0,12
47,electric,seed047_electric.log,2,860.0,20
47,electric,seed047_electric.log,3,790.0,19
47,electric,seed047_electric.log,4,858.0,19
47,electric,seed047_electric.log,5,698.0,14
47,electric,seed047_electric.log,6,878.0,13
47,electric,seed047_electric.log,7,536.0,10
47,electric,seed047_electric.log,8,854.0,14
51,electric,seed051_electric.log,1,876.0,21
51,electric,seed051_electric.log,2,462.0,11
51,electric,seed051_electric.log,3,750.0,18
51,electric,seed051_electric.log,4,632.0,13
51,electric,seed051_electric.log,5,914.0,15
51,electric,seed051_electric.log,6,870.0,12
51,electric,seed051_electric.log,7,760.0,10
51,electric,seed051_electric.log,8,864.0,14
49,electric,seed049_electric.log,1,716.0,18
49,electric,seed049_electric.log,2,698.0,16
49,electric,seed049_electric.log,3,742.0,16
49,electric,seed049_electric.log,4,710.0,16
49,electric,seed049_electric.log,5,534.0,10
49,electric,seed049_electric.log,6,454.0,7
49,electric,seed049_electric.log,7,832.0,13
49,electric,seed049_electric.log,8,832.0,15
48,electric,seed048_electric.log,1,700.0,19
48,electric,seed048_electric.log,2,810.0,16
48,electric,seed048_electric.log,3,788.0,14
48,electric,seed048_electric.log,4,836.0,14
48,electric,seed048_electric.log,5,826.0,12
48,electric,seed048_electric.log,6,822.0,13
48,electric,seed048_electric.log,7,664.0,10
48,electric,seed048_electric.log,8,874.0,13
50,electric,seed050_electric.log,1,912.0,22
50,electric,seed050_electric.log,2,784.0,17
50,electric,seed050_electric.log,3,546.0,11
50,electric,seed050_electric.log,4,720.0,11
50,electric,seed050_electric.log,5,866.0,16
50,electric,seed050_electric.log,6,896.0,12
50,electric,seed050_electric.log,7,962.0,15
50,electric,seed050_electric.log,8,362.0,5
52,electric,seed052_electric.log,1,572.0,12
52,electric,seed052_electric.log,2,898.0,20
52,electric,seed052_electric.log,3,654.0,13
52,electric,seed052_electric.log,4,740.0,17
52,electric,seed052_electric.log,5,734.0,13
52,electric,seed052_electric.log,6,662.0,12
52,electric,seed052_electric.log,7,752.0,11
52,electric,seed052_electric.log,8,1018.0,13
54,electric,seed054_electric.log,1,706.0,17
54,electric,seed054_electric.log,2,924.0,19
54,electric,seed054_electric.log,3,734.0,11
54,electric,seed054_electric.log,4,902.0,18
54,electric,seed054_electric.log,5,400.0,7
54,electric,seed054_electric.log,6,762.0,11
54,electric,seed054_electric.log,7,956.0,16
54,electric,seed054_electric.log,8,950.0,13
55,electric,seed055_electric.log,1,636.0,12
55,electric,seed055_electric.log,2,828.0,15
55,electric,seed055_electric.log,3,738.0,14
55,electric,seed055_electric.log,4,652.0,12
55,electric,seed055_electric.log,5,858.0,18
55,electric,seed055_electric.log,6,658.0,13
55,electric,seed055_electric.log,7,714.0,15
55,electric,seed055_electric.log,8,848.0,12
58,electric,seed058_electric.log,1,692.0,20
58,electric,seed058_electric.log,2,816.0,17
58,electric,seed058_electric.log,3,714.0,15
58,electric,seed058_electric.log,4,710.0,12
58,electric,seed058_electric.log,5,788.0,14
58,electric,seed058_electric.log,6,880.0,15
58,electric,seed058_electric.log,7,852.0,10
58,electric,seed058_electric.log,8,436.0,9
56,electric,seed056_electric.log,1,810.0,20
56,electric,seed056_electric.log,2,544.0,10
56,electric,seed056_electric.log,3,724.0,14
56,electric,seed056_electric.log,4,826.0,16
56,electric,seed056_electric.log,5,866.0,16
56,electric,seed056_electric.log,6,672.0,14
56,electric,seed056_electric.log,7,860.0,11
56,electric,seed056_electric.log,8,986.0,13
57,electric,seed057_electric.log,1,824.0,17
57,electric,seed057_electric.log,2,672.0,18
57,electric,seed057_electric.log,3,732.0,14
57,electric,seed057_electric.log,4,714.0,14
57,electric,seed057_electric.log,5,730.0,11
57,electric,seed057_electric.log,6,760.0,14
57,electric,seed057_electric.log,7,898.0,14
57,electric,seed057_electric.log,8,742.0,11
53,electric,seed053_electric.log,1,736.0,18
53,electric,seed053_electric.log,2,708.0,16
53,electric,seed053_electric.log,3,630.0,12
53,electric,seed053_electric.log,4,796.0,16
53,electric,seed053_electric.log,5,894.0,10
53,electric,seed053_electric.log,6,798.0,13
53,electric,seed053_electric.log,7,572.0,12
53,electric,seed053_electric.log,8,688.0,12
59,electric,seed059_electric.log,1,754.0,18
59,electric,seed059_electric.log,2,708.0,18
59,electric,seed059_electric.log,3,816.0,13
59,electric,seed059_electric.log,4,828.0,15
59,electric,seed059_electric.log,5,900.0,15
59,electric,seed059_electric.log,6,704.0,13
59,electric,seed059_electric.log,7,736.0,10
59,electric,seed059_electric.log,8,812.0,9
61,electric,seed061_electric.log,1,834.0,20
61,electric,seed061_electric.log,2,624.0,12
61,electric,seed061_electric.log,3,800.0,17
61,electric,seed061_electric.log,4,910.0,18
61,electric,seed061_electric.log,5,276.0,5
61,electric,seed061_electric.log,6,844.0,15
61,electric,seed061_electric.log,7,446.0,9
61,electric,seed061_electric.log,8,940.0,13
60,electric,seed060_electric.log,1,730.0,12
60,electric,seed060_electric.log,2,804.0,16
60,electric,seed060_electric.log,3,648.0,14
60,electric,seed060_electric.log,4,852.0,16
60,electric,seed060_electric.log,5,712.0,14
60,electric,seed060_electric.log,6,776.0,15
60,electric,seed060_electric.log,7,804.0,14
60,electric,seed060_electric.log,8,836.0,12
63,electric,seed063_electric.log,1,808.0,19
63,electric,seed063_electric.log,2,626.0,17
63,electric,seed063_electric.log,3,796.0,14
63,electric,seed063_electric.log,4,804.0,17
63,electric,seed063_electric.log,5,506.0,8
63,electric,seed063_electric.log,6,892.0,13
63,electric,seed063_electric.log,7,582.0,9
63,electric,seed063_electric.log,8,798.0,13
62,electric,seed062_electric.log,1,722.0,18
62,electric,seed062_electric.log,2,728.0,15
62,electric,seed062_electric.log,3,630.0,13
62,electric,seed062_electric.log,4,634.0,12
62,electric,seed062_electric.log,5,802.0,12
62,electric,seed062_electric.log,6,832.0,17
62,electric,seed062_electric.log,7,542.0,12
62,electric,seed062_electric.log,8,878.0,14
65,electric,seed065_electric.log,1,880.0,18
65,electric,seed065_electric.log,2,526.0,11
65,electric,seed065_electric.log,3,816.0,20
65,electric,seed065_electric.log,4,752.0,13
65,electric,seed065_electric.log,5,850.0,17
65,electric,seed065_electric.log,6,934.0,17
65,electric,seed065_electric.log,7,564.0,8
65,electric,seed065_electric.log,8,946.0,13
66,electric,seed066_electric.log,1,360.0,10
66,electric,seed066_electric.log,2,684.0,17
66,electric,seed066_electric.log,3,868.0,18
66,electric,seed066_electric.log,4,722.0,14
66,electric,seed066_electric.log,5,818.0,16
66,electric,seed066_electric.log,6,934.0,16
66,electric,seed066_electric.log,7,684.0,10
66,electric,seed066_electric.log,8,856.0,9
64,electric,seed064_electric.log,1,816.0,18
64,electric,seed064_electric.log,2,634.0,15
64,electric,seed064_electric.log,3,916.0,17
64,electric,seed064_electric.log,4,810.0,15
64,electric,seed064_electric.log,5,412.0,7
64,electric,seed064_electric.log,6,904.0,10
64,electric,seed064_electric.log,7,928.0,14
64,electric,seed064_electric.log,8,1002.0,13
70,electric,seed070_electric.log,1,648.0,18
70,electric,seed070_electric.log,2,918.0,18
70,electric,seed070_electric.log,3,780.0,14
70,electric,seed070_electric.log,4,1104.0,15
70,electric,seed070_electric.log,5,648.0,11
70,electric,seed070_electric.log,6,312.0,6
70,electric,seed070_electric.log,7,564.0,8
70,electric,seed070_electric.log,8,990.0,13
68,electric,seed068_electric.log,1,664.0,19
68,electric,seed068_electric.log,2,700.0,17
68,electric,seed068_electric.log,3,740.0,15
68,electric,seed068_electric.log,4,792.0,14
68,electric,seed068_electric.log,5,724.0,11
68,electric,seed068_electric.log,6,704.0,11
68,electric,seed068_electric.log,7,734.0,10
68,electric,seed068_electric.log,8,870.0,10
72,electric,seed072_electric.log,1,882.0,19
72,electric,seed072_electric.log,2,950.0,22
72,electric,seed072_electric.log,3,824.0,14
72,electric,seed072_electric.log,4,748.0,16
72,electric,seed072_electric.log,5,456.0,7
72,electric,seed072_electric.log,6,458.0,8
72,electric,seed072_electric.log,7,530.0,8
72,electric,seed072_electric.log,8,476.0,8
69,electric,seed069_electric.log,1,744.0,20
69,electric,seed069_electric.log,2,794.0,20
69,electric,seed069_electric.log,3,810.0,15
69,electric,seed069_electric.log,4,566.0,11
69,electric,seed069_electric.log,5,674.0,14
69,electric,seed069_electric.log,6,726.0,12
69,electric,seed069_electric.log,7,920.0,13
69,electric,seed069_electric.log,8,642.0,10
71,electric,seed071_electric.log,1,698.0,14
71,electric,seed071_electric.log,2,848.0,16
71,electric,seed071_electric.log,3,818.0,17
71,electric,seed071_electric.log,4,708.0,13
71,electric,seed071_electric.log,5,788.0,10
71,electric,seed071_electric.log,6,928.0,16
71,electric,seed071_electric.log,7,616.0,9
71,electric,seed071_electric.log,8,780.0,15
67,electric,seed067_electric.log,1,686.0,16
67,electric,seed067_electric.log,2,800.0,18
67,electric,seed067_electric.log,3,916.0,17
67,electric,seed067_electric.log,4,942.0,13
67,electric,seed067_electric.log,5,656.0,10
67,electric,seed067_electric.log,6,758.0,12
67,electric,seed067_electric.log,7,784.0,12
67,electric,seed067_electric.log,8,942.0,12
76,electric,seed076_electric.log,1,754.0,19
76,electric,seed076_electric.log,2,714.0,10
76,electric,seed076_electric.log,3,638.0,12
76,electric,seed076_electric.log,4,858.0,13
76,electric,seed076_electric.log,5,842.0,14
76,electric,seed076_electric.log,6,978.0,14
76,electric,seed076_electric.log,7,852.0,12
76,electric,seed076_electric.log,8,990.0,16
75,electric,seed075_electric.log,1,596.0,16
75,electric,seed075_electric.log,2,820.0,14
75,electric,seed075_electric.log,3,802.0,16
75,electric,seed075_electric.log,4,736.0,16
75,electric,seed075_electric.log,5,936.0,15
75,electric,seed075_electric.log,6,738.0,13
75,electric,seed075_electric.log,7,760.0,11
75,electric,seed075_electric.log,8,818.0,12
73,electric,seed073_electric.log,1,928.0,16
73,electric,seed073_electric.log,2,958.0,17
73,electric,seed073_electric.log,3,790.0,13
73,electric,seed073_electric.log,4,646.0,15
73,electric,seed073_electric.log,5,846.0,18
73,electric,seed073_electric.log,6,886.0,11
73,electric,seed073_electric.log,7,1062.0,13
73,electric,seed073_electric.log,8,460.0,8
74,electric,seed074_electric.log,1,786.0,18
74,electric,seed074_electric.log,2,802.0,18
74,electric,seed074_electric.log,3,508.0,14
74,electric,seed074_electric.log,4,904.0,17
74,electric,seed074_electric.log,5,462.0,5
74,electric,seed074_electric.log,6,810.0,12
74,electric,seed074_electric.log,7,866.0,12
74,electric,seed074_electric.log,8,890.0,13
78,electric,seed078_electric.log,1,814.0,20
78,electric,seed078_electric.log,2,824.0,14
78,electric,seed078_electric.log,3,786.0,18
78,electric,seed078_electric.log,4,620.0,12
78,electric,seed078_electric.log,5,752.0,14
78,electric,seed078_electric.log,6,618.0,9
78,electric,seed078_electric.log,7,810.0,10
78,electric,seed078_electric.log,8,646.0,8
79,electric,seed079_electric.log,1,966.0,18
79,electric,seed079_electric.log,2,868.0,14
79,electric,seed079_electric.log,3,898.0,16
79,electric,seed079_electric.log,4,984.0,14
79,electric,seed079_electric.log,5,892.0,15
79,electric,seed079_electric.log,6,494.0,8
79,electric,seed079_electric.log,7,862.0,13
79,electric,seed079_electric.log,8,554.0,9
