seed,gse_type,log_file,gse_id,total_energy_consumed_pct,tasks_completed
0,gas,seed000_gas.log,1,522.0,2
0,gas,seed000_gas.log,2,575.0,0
0,gas,seed000_gas.log,3,491.0,5
0,gas,seed000_gas.log,4,538.0,5
0,gas,seed000_gas.log,5,522.0,5
0,gas,seed000_gas.log,6,579.0,2
0,electric,seed000_electric.log,1,220.0,4
0,electric,seed000_electric.log,2,162.0,4
0,electric,seed000_electric.log,3,166.0,5
0,electric,seed000_electric.log,4,344.0,6
0,electric,seed000_electric.log,5,290.0,4
0,electric,seed000_electric.log,6,330.0,6
