seed,gse_type,log_file,gse_id,total_energy_consumed_pct,tasks_completed
21,gas,seed021_gas.log,5,155.0,4
21,gas,seed021_gas.log,6,155.0,4
21,gas,seed021_gas.log,7,148.0,4
25,gas,seed025_gas.log,1,155.0,5
25,gas,seed025_gas.log,2,78.0,4
25,gas,seed025_gas.log,3,46.0,4
25,gas,seed025_gas.log,4,151.0,5
25,gas,seed025_gas.log,5,91.0,6
25,gas,seed025_gas.log,6,82.0,4
25,gas,seed025_gas.log,7,69.0,4
27,gas,seed027_gas.log,1,172.0,3
27,gas,seed027_gas.log,2,139.0,3
27,gas,seed027_gas.log,3,67.0,3
27,gas,seed027_gas.log,4,101.0,7
27,gas,seed027_gas.log,5,166.0,5
27,gas,seed027_gas.log,6,139.0,6
27,gas,seed027_gas.log,7,108.0,4
28,gas,seed028_gas.log,1,127.0,4
28,gas,seed028_gas.log,2,157.0,3
28,gas,seed028_gas.log,3,66.0,5
28,gas,seed028_gas.log,4,86.0,4
28,gas,seed028_gas.log,5,78.0,4
28,gas,seed028_gas.log,6,108.0,4
28,gas,seed028_gas.log,7,130.0,7
29,gas,seed029_gas.log,1,76.0,4
29,gas,seed029_gas.log,2,68.0,4
29,gas,seed029_gas.log,3,119.0,4
29,gas,seed029_gas.log,4,92.0,5
29,gas,seed029_gas.log,5,73.0,4
29,gas,seed029_gas.log,6,53.0,5
29,gas,seed029_gas.log,7,129.0,6
30,gas,seed030_gas.log,1,64.0,4
30,gas,seed030_gas.log,2,57.0,3
30,gas,seed030_gas.log,3,54.0,4
30,gas,seed030_gas.log,4,70.0,5
30,gas,seed030_gas.log,5,89.0,5
30,gas,seed030_gas.log,6,63.0,4
30,gas,seed030_gas.log,7,104.0,7
31,gas,seed031_gas.log,1,72.0,4
31,gas,seed031_gas.log,2,115.0,5
31,gas,seed031_gas.log,3,121.0,8
31,gas,seed031_gas.log,4,64.0,3
31,gas,seed031_gas.log,5,65.0,4
31,gas,seed031_gas.log,6,59.0,4
31,gas,seed031_gas.log,7,70.0,3
32,gas,seed032_gas.log,1,79.0,4
32,gas,seed032_gas.log,2,89.0,6
32,gas,seed032_gas.log,3,94.0,6
32,gas,seed032_gas.log,4,79.0,5
32,gas,seed032_gas.log,5,56.0,3
32,gas,seed032_gas.log,6,73.0,3
32,gas,seed032_gas.log,7,62.0,4
17,gas,seed017_gas.log,1,282.0,4
17,gas,seed017_gas.log,2,418.0,3
17,gas,seed017_gas.log,3,511.0,2
17,gas,seed017_gas.log,4,461.0,3
17,gas,seed017_gas.log,5,343.0,4
17,gas,seed017_gas.log,6,449.0,4
17,gas,seed017_gas.log,7,298.0,5
20,gas,seed020_gas.log,1,566.0,2
20,gas,seed020_gas.log,2,545.0,2
20,gas,seed020_gas.log,3,593.0,1
20,gas,seed020_gas.log,4,471.0,5
20,gas,seed020_gas.log,5,433.0,3
20,gas,seed020_gas.log,6,381.0,5
20,gas,seed020_gas.log,7,482.0,5
33,gas,seed033_gas.log,1,259.0,2
33,gas,seed033_gas.log,2,296.0,5
33,gas,seed033_gas.log,3,316.0,5
33,gas,seed033_gas.log,4,248.0,4
33,gas,seed033_gas.log,5,320.0,2
33,gas,seed033_gas.log,6,234.0,5
33,gas,seed033_gas.log,7,241.0,5
23,gas,seed023_gas.log,1,556.0,1
23,gas,seed023_gas.log,2,474.0,2
23,gas,seed023_gas.log,3,500.0,1
23,gas,seed023_gas.log,4,600.0,0
23,gas,seed023_gas.log,5,557.0,4
23,gas,seed023_gas.log,6,430.0,5
23,gas,seed023_gas.log,7,415.0,5
37,gas,seed037_gas.log,1,148.0,4
37,gas,seed037_gas.log,2,150.0,5
37,gas,seed037_gas.log,3,69.0,5
37,gas,seed037_gas.log,4,83.0,6
37,gas,seed037_gas.log,5,99.0,5
37,gas,seed037_gas.log,6,77.0,3
37,gas,seed037_gas.log,7,64.0,3
18,gas,seed018_gas.log,1,536.0,2
18,gas,seed018_gas.log,2,573.0,2
18,gas,seed018_gas.log,3,502.0,1
18,gas,seed018_gas.log,4,543.0,0
18,gas,seed018_gas.log,5,543.0,1
18,gas,seed018_gas.log,6,490.0,5
18,gas,seed018_gas.log,7,546.0,4
36,gas,seed036_gas.log,1,151.0,3
36,gas,seed036_gas.log,2,215.0,5
36,gas,seed036_gas.log,3,96.0,5
36,gas,seed036_gas.log,4,72.0,5
36,gas,seed036_gas.log,5,163.0,4
36,gas,seed036_gas.log,6,120.0,4
36,gas,seed036_gas.log,7,145.0,5
26,gas,seed026_gas.log,1,385.0,2
26,gas,seed026_gas.log,2,373.0,2
26,gas,seed026_gas.log,3,475.0,1
26,gas,seed026_gas.log,4,394.0,3
26,gas,seed026_gas.log,5,348.0,2
26,gas,seed026_gas.log,6,397.0,4
26,gas,seed026_gas.log,7,461.0,5
41,gas,seed041_gas.log,1,76.0,5
41,gas,seed041_gas.log,2,95.0,4
41,gas,seed041_gas.log,3,76.0,3
41,gas,seed041_gas.log,4,74.0,5
41,gas,seed041_gas.log,5,71.0,3
41,gas,seed041_gas.log,6,72.0,4
41,gas,seed041_gas.log,7,131.0,8
39,gas,seed039_gas.log,1,203.0,3
39,gas,seed039_gas.log,2,169.0,2
39,gas,seed039_gas.log,3,94.0,4
39,gas,seed039_gas.log,4,138.0,7
39,gas,seed039_gas.log,5,167.0,5
39,gas,seed039_gas.log,6,141.0,4
39,gas,seed039_gas.log,7,147.0,4
43,gas,seed043_gas.log,1,105.0,6
43,gas,seed043_gas.log,2,92.0,6
43,gas,seed043_gas.log,3,74.0,4
43,gas,seed043_gas.log,4,66.0,5
43,gas,seed043_gas.log,5,89.0,4
43,gas,seed043_gas.log,6,48.0,4
43,gas,seed043_gas.log,7,43.0,3
44,gas,seed044_gas.log,1,62.0,5
44,gas,seed044_gas.log,2,65.0,3
44,gas,seed044_gas.log,3,59.0,4
44,gas,seed044_gas.log,4,76.0,6
44,gas,seed044_gas.log,5,64.0,5
44,gas,seed044_gas.log,6,74.0,5
44,gas,seed044_gas.log,7,71.0,4
35,gas,seed035_gas.log,1,146.0,3
35,gas,seed035_gas.log,2,277.0,3
35,gas,seed035_gas.log,3,208.0,5
35,gas,seed035_gas.log,4,282.0,4
35,gas,seed035_gas.log,5,175.0,4
35,gas,seed035_gas.log,6,294.0,5
35,gas,seed035_gas.log,7,284.0,4
46,gas,seed046_gas.log,1,99.0,5
46,gas,seed046_gas.log,2,113.0,5
46,gas,seed046_gas.log,3,54.0,5
46,gas,seed046_gas.log,4,46.0,3
46,gas,seed046_gas.log,5,90.0,5
46,gas,seed046_gas.log,6,79.0,4
46,gas,seed046_gas.log,7,56.0,4
47,gas,seed047_gas.log,1,92.0,6
47,gas,seed047_gas.log,2,61.0,4
47,gas,seed047_gas.log,3,78.0,5
47,gas,seed047_gas.log,4,54.0,4
47,gas,seed047_gas.log,5,64.0,5
47,gas,seed047_gas.log,6,70.0,4
47,gas,seed047_gas.log,7,79.0,4
42,gas,seed042_gas.log,1,149.0,5
42,gas,seed042_gas.log,2,133.0,5
42,gas,seed042_gas.log,3,62.0,4
42,gas,seed042_gas.log,4,157.0,4
42,gas,seed042_gas.log,5,124.0,4
42,gas,seed042_gas.log,6,62.0,3
42,gas,seed042_gas.log,7,110.0,6
49,gas,seed049_gas.log,1,127.0,2
49,gas,seed049_gas.log,2,130.0,7
49,gas,seed049_gas.log,3,107.0,5
49,gas,seed049_gas.log,4,112.0,3
49,gas,seed049_gas.log,5,121.0,1
49,gas,seed049_gas.log,6,111.0,7
49,gas,seed049_gas.log,7,96.0,4
40,gas,seed040_gas.log,1,128.0,4
40,gas,seed040_gas.log,2,156.0,3
40,gas,seed040_gas.log,3,132.0,4
40,gas,seed040_gas.log,4,191.0,5
40,gas,seed040_gas.log,5,218.0,2
40,gas,seed040_gas.log,6,128.0,3
40,gas,seed040_gas.log,7,137.0,6
14,gas,seed014_gas.log,1,516.0,3
14,gas,seed014_gas.log,2,553.0,2
14,gas,seed014_gas.log,3,472.0,2
14,gas,seed014_gas.log,4,345.0,6
14,gas,seed014_gas.log,5,453.0,3
14,gas,seed014_gas.log,6,340.0,4
14,gas,seed014_gas.log,7,515.0,4
45,gas,seed045_gas.log,1,106.0,3
45,gas,seed045_gas.log,2,133.0,2
45,gas,seed045_gas.log,3,145.0,4
45,gas,seed045_gas.log,4,168.0,5
45,gas,seed045_gas.log,5,143.0,6
45,gas,seed045_gas.log,6,119.0,5
45,gas,seed045_gas.log,7,148.0,5
38,gas,seed038_gas.log,1,399.0,3
38,gas,seed038_gas.log,2,298.0,3
38,gas,seed038_gas.log,3,415.0,3
38,gas,seed038_gas.log,4,318.0,4
38,gas,seed038_gas.log,5,278.0,4
38,gas,seed038_gas.log,6,328.0,4
38,gas,seed038_gas.log,7,213.0,4
34,gas,seed034_gas.log,1,510.0,1
34,gas,seed034_gas.log,2,449.0,2
34,gas,seed034_gas.log,3,472.0,2
34,gas,seed034_gas.log,4,394.0,3
34,gas,seed034_gas.log,5,378.0,2
34,gas,seed034_gas.log,6,415.0,4
34,gas,seed034_gas.log,7,309.0,7
48,gas,seed048_gas.log,1,411.0,2
48,gas,seed048_gas.log,2,338.0,2
48,gas,seed048_gas.log,3,429.0,3
48,gas,seed048_gas.log,4,399.0,3
48,gas,seed048_gas.log,5,307.0,3
48,gas,seed048_gas.log,6,338.0,4
48,gas,seed048_gas.log,7,346.0,6
