batch_id,created_at,batch_dir,n_seeds_requested,n_workers_requested,effective_workers,results_csv,summary_log,run_parameters_csv,plane_turnaround_times_csv,gse_summary_csv,gse_energy_telemetry_csv,gse_charging_sessions_csv
batch_2026-04-21_12-43-55,2026-04-21_12-43-55,/Users/jens/Documents/Master/Master Q3/Agent Based Modeling/agent-based-modelling/run logs/batch_2026-04-21_12-43-55,1,1,1,/Users/jens/Documents/Master/Master Q3/Agent Based Modeling/agent-based-modelling/run logs/batch_2026-04-21_12-43-55/export_full_check_v2.csv,/Users/jens/Documents/Master/Master Q3/Agent Based Modeling/agent-based-modelling/run logs/batch_2026-04-21_12-43-55/batch_summary.log,/Users/jens/Documents/Master/Master Q3/Agent Based Modeling/agent-based-modelling/run logs/batch_2026-04-21_12-43-55/run_parameters.csv,/Users/jens/Documents/Master/Master Q3/Agent Based Modeling/agent-based-modelling/run logs/batch_2026-04-21_12-43-55/plane_turnaround_times.csv,/Users/jens/Documents/Master/Master Q3/Agent Based Modeling/agent-based-modelling/run logs/batch_2026-04-21_12-43-55/gse_summary.csv,/Users/jens/Documents/Master/Master Q3/Agent Based Modeling/agent-based-modelling/run logs/batch_2026-04-21_12-43-55/gse_energy_telemetry.csv,/Users/jens/Documents/Master/Master Q3/Agent Based Modeling/agent-based-modelling/run logs/batch_2026-04-21_12-43-55/gse_charging_sessions.csv
