run_id,seed,gse_type,log_file,gse_id,charge_start_time_min,charge_end_time_min,charge_node,start_soc_pct,end_soc_pct,planned_charge_duration_min,observed_charge_duration_min,session_complete,end_status
seed000_gas,0,gas,/Users/jens/Documents/Master/Master Q3/Agent Based Modeling/agent-based-modelling/run logs/batch_2026-04-21_12-43-55/seed000_gas.log,6,387.0,389.0,6.0,7.0,100.0,2.0,2.0,True,taxiing
seed000_gas,0,gas,/Users/jens/Documents/Master/Master Q3/Agent Based Modeling/agent-based-modelling/run logs/batch_2026-04-21_12-43-55/seed000_gas.log,2,414.0,416.0,6.0,8.0,100.0,2.0,2.0,True,taxiing
seed000_gas,0,gas,/Users/jens/Documents/Master/Master Q3/Agent Based Modeling/agent-based-modelling/run logs/batch_2026-04-21_12-43-55/seed000_gas.log,5,425.0,427.0,6.0,10.0,100.0,2.0,2.0,True,taxiing
seed000_gas,0,gas,/Users/jens/Documents/Master/Master Q3/Agent Based Modeling/agent-based-modelling/run logs/batch_2026-04-21_12-43-55/seed000_gas.log,1,428.0,430.0,6.0,0.0,100.0,2.0,2.0,True,taxiing
seed000_gas,0,gas,/Users/jens/Documents/Master/Master Q3/Agent Based Modeling/agent-based-modelling/run logs/batch_2026-04-21_12-43-55/seed000_gas.log,4,431.0,433.0,5.0,0.0,100.0,2.0,2.0,True,taxiing
seed000_gas,0,gas,/Users/jens/Documents/Master/Master Q3/Agent Based Modeling/agent-based-modelling/run logs/batch_2026-04-21_12-43-55/seed000_gas.log,3,434.0,436.0,6.0,9.0,100.0,2.0,2.0,True,taxiing
seed000_gas,0,gas,/Users/jens/Documents/Master/Master Q3/Agent Based Modeling/agent-based-modelling/run logs/batch_2026-04-21_12-43-55/seed000_gas.log,2,517.0,519.0,6.0,0.0,100.0,2.0,2.0,True,taxiing
seed000_gas,0,gas,/Users/jens/Documents/Master/Master Q3/Agent Based Modeling/agent-based-modelling/run logs/batch_2026-04-21_12-43-55/seed000_gas.log,6,518.0,520.0,5.0,2.0,100.0,2.0,2.0,True,taxiing
seed000_gas,0,gas,/Users/jens/Documents/Master/Master Q3/Agent Based Modeling/agent-based-modelling/run logs/batch_2026-04-21_12-43-55/seed000_gas.log,1,529.0,531.0,6.0,2.0,100.0,2.0,2.0,True,taxiing
seed000_gas,0,gas,/Users/jens/Documents/Master/Master Q3/Agent Based Modeling/agent-based-modelling/run logs/batch_2026-04-21_12-43-55/seed000_gas.log,4,555.0,557.0,6.0,10.0,100.0,2.0,2.0,True,taxiing
seed000_gas,0,gas,/Users/jens/Documents/Master/Master Q3/Agent Based Modeling/agent-based-modelling/run logs/batch_2026-04-21_12-43-55/seed000_gas.log,5,556.0,558.0,6.0,2.0,100.0,2.0,2.0,True,taxiing
seed000_gas,0,gas,/Users/jens/Documents/Master/Master Q3/Agent Based Modeling/agent-based-modelling/run logs/batch_2026-04-21_12-43-55/seed000_gas.log,3,562.0,564.0,5.0,6.0,100.0,2.0,2.0,True,taxiing
seed000_gas,0,gas,/Users/jens/Documents/Master/Master Q3/Agent Based Modeling/agent-based-modelling/run logs/batch_2026-04-21_12-43-55/seed000_gas.log,6,613.0,615.0,6.0,7.0,100.0,2.0,2.0,True,taxiing
seed000_gas,0,gas,/Users/jens/Documents/Master/Master Q3/Agent Based Modeling/agent-based-modelling/run logs/batch_2026-04-21_12-43-55/seed000_gas.log,2,617.0,619.0,5.0,3.0,100.0,2.0,2.0,True,taxiing
seed000_gas,0,gas,/Users/jens/Documents/Master/Master Q3/Agent Based Modeling/agent-based-modelling/run logs/batch_2026-04-21_12-43-55/seed000_gas.log,4,648.0,650.0,6.0,9.0,100.0,2.0,2.0,True,taxiing
seed000_gas,0,gas,/Users/jens/Documents/Master/Master Q3/Agent Based Modeling/agent-based-modelling/run logs/batch_2026-04-21_12-43-55/seed000_gas.log,5,659.0,661.0,5.0,0.0,100.0,2.0,2.0,True,taxiing
seed000_gas,0,gas,/Users/jens/Documents/Master/Master Q3/Agent Based Modeling/agent-based-modelling/run logs/batch_2026-04-21_12-43-55/seed000_gas.log,1,679.0,681.0,6.0,0.0,100.0,2.0,2.0,True,taxiing
seed000_gas,0,gas,/Users/jens/Documents/Master/Master Q3/Agent Based Modeling/agent-based-modelling/run logs/batch_2026-04-21_12-43-55/seed000_gas.log,3,679.0,681.0,5.0,0.0,100.0,2.0,2.0,True,taxiing
seed000_gas,0,gas,/Users/jens/Documents/Master/Master Q3/Agent Based Modeling/agent-based-modelling/run logs/batch_2026-04-21_12-43-55/seed000_gas.log,6,706.0,708.0,6.0,9.0,100.0,2.0,2.0,True,available
seed000_gas,0,gas,/Users/jens/Documents/Master/Master Q3/Agent Based Modeling/agent-based-modelling/run logs/batch_2026-04-21_12-43-55/seed000_gas.log,2,712.0,714.0,6.0,7.0,100.0,2.0,2.0,True,available
seed000_electric,0,electric,/Users/jens/Documents/Master/Master Q3/Agent Based Modeling/agent-based-modelling/run logs/batch_2026-04-21_12-43-55/seed000_electric.log,6,135.0,150.0,6.0,0.0,100.0,15.0,15.0,True,taxiing
seed000_electric,0,electric,/Users/jens/Documents/Master/Master Q3/Agent Based Modeling/agent-based-modelling/run logs/batch_2026-04-21_12-43-55/seed000_electric.log,5,138.0,153.0,5.0,0.0,100.0,15.0,15.0,True,taxiing
seed000_electric,0,electric,/Users/jens/Documents/Master/Master Q3/Agent Based Modeling/agent-based-modelling/run logs/batch_2026-04-21_12-43-55/seed000_electric.log,4,147.0,162.0,5.0,0.0,100.0,15.0,15.0,True,taxiing
seed000_electric,0,electric,/Users/jens/Documents/Master/Master Q3/Agent Based Modeling/agent-based-modelling/run logs/batch_2026-04-21_12-43-55/seed000_electric.log,4,240.0,255.0,6.0,8.0,100.0,15.0,15.0,True,taxiing
seed000_electric,0,electric,/Users/jens/Documents/Master/Master Q3/Agent Based Modeling/agent-based-modelling/run logs/batch_2026-04-21_12-43-55/seed000_electric.log,3,316.0,331.0,6.0,12.0,100.0,15.0,15.0,True,taxiing
seed000_electric,0,electric,/Users/jens/Documents/Master/Master Q3/Agent Based Modeling/agent-based-modelling/run logs/batch_2026-04-21_12-43-55/seed000_electric.log,6,321.0,336.0,6.0,8.0,100.0,15.0,15.0,True,taxiing
seed000_electric,0,electric,/Users/jens/Documents/Master/Master Q3/Agent Based Modeling/agent-based-modelling/run logs/batch_2026-04-21_12-43-55/seed000_electric.log,1,330.0,345.0,5.0,0.0,100.0,15.0,15.0,True,taxiing
seed000_electric,0,electric,/Users/jens/Documents/Master/Master Q3/Agent Based Modeling/agent-based-modelling/run logs/batch_2026-04-21_12-43-55/seed000_electric.log,4,335.0,350.0,6.0,4.0,100.0,15.0,15.0,True,taxiing
seed000_electric,0,electric,/Users/jens/Documents/Master/Master Q3/Agent Based Modeling/agent-based-modelling/run logs/batch_2026-04-21_12-43-55/seed000_electric.log,5,347.0,362.0,5.0,4.0,100.0,15.0,15.0,True,taxiing
seed000_electric,0,electric,/Users/jens/Documents/Master/Master Q3/Agent Based Modeling/agent-based-modelling/run logs/batch_2026-04-21_12-43-55/seed000_electric.log,2,348.0,363.0,6.0,8.0,100.0,15.0,15.0,True,taxiing
seed000_electric,0,electric,/Users/jens/Documents/Master/Master Q3/Agent Based Modeling/agent-based-modelling/run logs/batch_2026-04-21_12-43-55/seed000_electric.log,6,416.0,431.0,6.0,12.0,100.0,15.0,15.0,True,taxiing
seed000_electric,0,electric,/Users/jens/Documents/Master/Master Q3/Agent Based Modeling/agent-based-modelling/run logs/batch_2026-04-21_12-43-55/seed000_electric.log,1,421.0,436.0,5.0,14.0,100.0,15.0,15.0,True,available
seed000_electric,0,electric,/Users/jens/Documents/Master/Master Q3/Agent Based Modeling/agent-based-modelling/run logs/batch_2026-04-21_12-43-55/seed000_electric.log,5,461.0,476.0,5.0,6.0,100.0,15.0,15.0,True,available
