seed,gse_type,log_file,date_time,duration_hours,duration_min,gse_count,gse_speed,charge_duration_min,base_consumption_rate_pct_per_unit,recharge_rate_pct_per_min
34,gas,seed034_gas.log,2026-04-22 19:10:43,12.0,720.0,7,4.0,2.0,0.25,50.0
36,gas,seed036_gas.log,2026-04-22 19:10:43,12.0,720.0,7,4.0,2.0,0.25,50.0
42,gas,seed042_gas.log,2026-04-22 19:10:43,12.0,720.0,7,4.0,2.0,0.25,50.0
39,gas,seed039_gas.log,2026-04-22 19:10:43,12.0,720.0,7,4.0,2.0,0.25,50.0
44,gas,seed044_gas.log,2026-04-22 19:10:43,12.0,720.0,7,4.0,2.0,0.25,50.0
19,gas,seed019_gas.log,2026-04-22 19:10:43,12.0,720.0,7,4.0,2.0,0.25,50.0
46,gas,seed046_gas.log,2026-04-22 19:10:43,12.0,720.0,7,4.0,2.0,0.25,50.0
38,gas,seed038_gas.log,2026-04-22 19:10:43,12.0,720.0,7,4.0,2.0,0.25,50.0
41,gas,seed041_gas.log,2026-04-22 19:10:43,12.0,720.0,7,4.0,2.0,0.25,50.0
43,gas,seed043_gas.log,2026-04-22 19:10:43,12.0,720.0,7,4.0,2.0,0.25,50.0
49,gas,seed049_gas.log,2026-04-22 19:10:43,12.0,720.0,7,4.0,2.0,0.25,50.0
51,gas,seed051_gas.log,2026-04-22 19:10:43,12.0,720.0,7,4.0,2.0,0.25,50.0
47,gas,seed047_gas.log,2026-04-22 19:10:43,12.0,720.0,7,4.0,2.0,0.25,50.0
52,gas,seed052_gas.log,2026-04-22 19:10:43,12.0,720.0,7,4.0,2.0,0.25,50.0
48,gas,seed048_gas.log,2026-04-22 19:10:43,12.0,720.0,7,4.0,2.0,0.25,50.0
50,gas,seed050_gas.log,2026-04-22 19:10:43,12.0,720.0,7,4.0,2.0,0.25,50.0
56,gas,seed056_gas.log,2026-04-22 19:10:43,12.0,720.0,7,4.0,2.0,0.25,50.0
55,gas,seed055_gas.log,2026-04-22 19:10:44,12.0,720.0,7,4.0,2.0,0.25,50.0
53,gas,seed053_gas.log,2026-04-22 19:10:44,12.0,720.0,7,4.0,2.0,0.25,50.0
57,gas,seed057_gas.log,2026-04-22 19:10:44,12.0,720.0,7,4.0,2.0,0.25,50.0
59,gas,seed059_gas.log,2026-04-22 19:10:44,12.0,720.0,7,4.0,2.0,0.25,50.0
33,gas,seed033_gas.log,2026-04-22 19:10:44,12.0,720.0,7,4.0,2.0,0.25,50.0
54,gas,seed054_gas.log,2026-04-22 19:10:44,12.0,720.0,7,4.0,2.0,0.25,50.0
61,gas,seed061_gas.log,2026-04-22 19:10:44,12.0,720.0,7,4.0,2.0,0.25,50.0
60,gas,seed060_gas.log,2026-04-22 19:10:44,12.0,720.0,7,4.0,2.0,0.25,50.0
65,gas,seed065_gas.log,2026-04-22 19:10:44,12.0,720.0,7,4.0,2.0,0.25,50.0
45,gas,seed045_gas.log,2026-04-22 19:10:44,12.0,720.0,7,4.0,2.0,0.25,50.0
66,gas,seed066_gas.log,2026-04-22 19:10:44,12.0,720.0,7,4.0,2.0,0.25,50.0
58,gas,seed058_gas.log,2026-04-22 19:10:44,12.0,720.0,7,4.0,2.0,0.25,50.0
63,gas,seed063_gas.log,2026-04-22 19:10:44,12.0,720.0,7,4.0,2.0,0.25,50.0
68,gas,seed068_gas.log,2026-04-22 19:10:44,12.0,720.0,7,4.0,2.0,0.25,50.0
67,gas,seed067_gas.log,2026-04-22 19:10:44,12.0,720.0,7,4.0,2.0,0.25,50.0
64,gas,seed064_gas.log,2026-04-22 19:10:44,12.0,720.0,7,4.0,2.0,0.25,50.0
74,gas,seed074_gas.log,2026-04-22 19:10:44,12.0,720.0,7,4.0,2.0,0.25,50.0
75,gas,seed075_gas.log,2026-04-22 19:10:44,12.0,720.0,7,4.0,2.0,0.25,50.0
69,gas,seed069_gas.log,2026-04-22 19:10:44,12.0,720.0,7,4.0,2.0,0.25,50.0
76,gas,seed076_gas.log,2026-04-22 19:10:44,12.0,720.0,7,4.0,2.0,0.25,50.0
71,gas,seed071_gas.log,2026-04-22 19:10:44,12.0,720.0,7,4.0,2.0,0.25,50.0
72,gas,seed072_gas.log,2026-04-22 19:10:44,12.0,720.0,7,4.0,2.0,0.25,50.0
77,gas,seed077_gas.log,2026-04-22 19:10:44,12.0,720.0,7,4.0,2.0,0.25,50.0
70,gas,seed070_gas.log,2026-04-22 19:10:44,12.0,720.0,7,4.0,2.0,0.25,50.0
73,gas,seed073_gas.log,2026-04-22 19:10:44,12.0,720.0,7,4.0,2.0,0.25,50.0
79,gas,seed079_gas.log,2026-04-22 19:10:44,12.0,720.0,7,4.0,2.0,0.25,50.0
82,gas,seed082_gas.log,2026-04-22 19:10:44,12.0,720.0,7,4.0,2.0,0.25,50.0
62,gas,seed062_gas.log,2026-04-22 19:10:44,12.0,720.0,7,4.0,2.0,0.25,50.0
81,gas,seed081_gas.log,2026-04-22 19:10:44,12.0,720.0,7,4.0,2.0,0.25,50.0
80,gas,seed080_gas.log,2026-04-22 19:10:44,12.0,720.0,7,4.0,2.0,0.25,50.0
78,gas,seed078_gas.log,2026-04-22 19:10:44,12.0,720.0,7,4.0,2.0,0.25,50.0
83,gas,seed083_gas.log,2026-04-22 19:10:44,12.0,720.0,7,4.0,2.0,0.25,50.0
87,gas,seed087_gas.log,2026-04-22 19:10:44,12.0,720.0,7,4.0,2.0,0.25,50.0
86,gas,seed086_gas.log,2026-04-22 19:10:44,12.0,720.0,7,4.0,2.0,0.25,50.0
89,gas,seed089_gas.log,2026-04-22 19:10:44,12.0,720.0,7,4.0,2.0,0.25,50.0
84,gas,seed084_gas.log,2026-04-22 19:10:44,12.0,720.0,7,4.0,2.0,0.25,50.0
91,gas,seed091_gas.log,2026-04-22 19:10:44,12.0,720.0,7,4.0,2.0,0.25,50.0
88,gas,seed088_gas.log,2026-04-22 19:10:44,12.0,720.0,7,4.0,2.0,0.25,50.0
95,gas,seed095_gas.log,2026-04-22 19:10:44,12.0,720.0,7,4.0,2.0,0.25,50.0
90,gas,seed090_gas.log,2026-04-22 19:10:44,12.0,720.0,7,4.0,2.0,0.25,50.0
85,gas,seed085_gas.log,2026-04-22 19:10:44,12.0,720.0,7,4.0,2.0,0.25,50.0
92,gas,seed092_gas.log,2026-04-22 19:10:44,12.0,720.0,7,4.0,2.0,0.25,50.0
93,gas,seed093_gas.log,2026-04-22 19:10:44,12.0,720.0,7,4.0,2.0,0.25,50.0
98,gas,seed098_gas.log,2026-04-22 19:10:44,12.0,720.0,7,4.0,2.0,0.25,50.0
96,gas,seed096_gas.log,2026-04-22 19:10:44,12.0,720.0,7,4.0,2.0,0.25,50.0
97,gas,seed097_gas.log,2026-04-22 19:10:44,12.0,720.0,7,4.0,2.0,0.25,50.0
99,gas,seed099_gas.log,2026-04-22 19:10:44,12.0,720.0,7,4.0,2.0,0.25,50.0
94,gas,seed094_gas.log,2026-04-22 19:10:44,12.0,720.0,7,4.0,2.0,0.25,50.0
