seed,gse_type,log_file,gse_id,total_energy_consumed_pct,tasks_completed
9,electric,seed009_electric.log,1,258.0,5
9,electric,seed009_electric.log,2,298.0,6
9,electric,seed009_electric.log,3,174.0,3
9,electric,seed009_electric.log,4,156.0,3
9,electric,seed009_electric.log,5,232.0,3
9,electric,seed009_electric.log,6,192.0,3
9,electric,seed009_electric.log,7,288.0,3
14,electric,seed014_electric.log,1,260.0,5
14,electric,seed014_electric.log,2,422.0,5
14,electric,seed014_electric.log,3,330.0,3
14,electric,seed014_electric.log,4,352.0,3
14,electric,seed014_electric.log,5,162.0,3
14,electric,seed014_electric.log,6,258.0,3
14,electric,seed014_electric.log,7,296.0,5
4,electric,seed004_electric.log,1,168.0,1
4,electric,seed004_electric.log,2,174.0,1
4,electric,seed004_electric.log,3,440.0,4
4,electric,seed004_electric.log,4,288.0,4
4,electric,seed004_electric.log,5,356.0,4
4,electric,seed004_electric.log,6,254.0,3
4,electric,seed004_electric.log,7,482.0,9
13,electric,seed013_electric.log,1,396.0,3
13,electric,seed013_electric.log,2,480.0,3
13,electric,seed013_electric.log,3,276.0,5
13,electric,seed013_electric.log,4,168.0,2
13,electric,seed013_electric.log,5,424.0,5
13,electric,seed013_electric.log,6,350.0,5
13,electric,seed013_electric.log,7,406.0,4
8,electric,seed008_electric.log,1,260.0,4
8,electric,seed008_electric.log,2,214.0,3
8,electric,seed008_electric.log,3,254.0,4
8,electric,seed008_electric.log,4,248.0,5
8,electric,seed008_electric.log,5,264.0,4
8,electric,seed008_electric.log,6,234.0,3
8,electric,seed008_electric.log,7,240.0,5
16,electric,seed016_electric.log,1,190.0,4
16,electric,seed016_electric.log,2,166.0,4
16,electric,seed016_electric.log,3,260.0,3
16,electric,seed016_electric.log,4,208.0,4
16,electric,seed016_electric.log,5,230.0,3
16,electric,seed016_electric.log,6,292.0,5
16,electric,seed016_electric.log,7,178.0,4
15,electric,seed015_electric.log,1,308.0,6
15,electric,seed015_electric.log,2,288.0,5
15,electric,seed015_electric.log,3,316.0,8
15,electric,seed015_electric.log,4,78.0,3
15,electric,seed015_electric.log,5,174.0,3
15,electric,seed015_electric.log,6,78.0,2
15,electric,seed015_electric.log,7,76.0,2
10,electric,seed010_electric.log,1,224.0,4
10,electric,seed010_electric.log,2,382.0,4
10,electric,seed010_electric.log,3,388.0,5
10,electric,seed010_electric.log,4,174.0,2
10,electric,seed010_electric.log,5,436.0,5
10,electric,seed010_electric.log,6,344.0,4
10,electric,seed010_electric.log,7,260.0,5
18,electric,seed018_electric.log,1,290.0,5
18,electric,seed018_electric.log,2,306.0,7
18,electric,seed018_electric.log,3,216.0,2
18,electric,seed018_electric.log,4,160.0,3
18,electric,seed018_electric.log,5,334.0,5
18,electric,seed018_electric.log,6,284.0,4
18,electric,seed018_electric.log,7,292.0,2
17,electric,seed017_electric.log,1,220.0,4
17,electric,seed017_electric.log,2,192.0,3
17,electric,seed017_electric.log,3,232.0,2
17,electric,seed017_electric.log,4,224.0,5
17,electric,seed017_electric.log,5,388.0,3
17,electric,seed017_electric.log,6,288.0,6
17,electric,seed017_electric.log,7,228.0,5
22,electric,seed022_electric.log,1,324.0,1
22,electric,seed022_electric.log,2,232.0,3
22,electric,seed022_electric.log,3,300.0,4
22,electric,seed022_electric.log,4,146.0,3
22,electric,seed022_electric.log,5,298.0,3
22,electric,seed022_electric.log,6,392.0,4
22,electric,seed022_electric.log,7,276.0,4
23,electric,seed023_electric.log,1,268.0,3
23,electric,seed023_electric.log,2,258.0,5
23,electric,seed023_electric.log,3,220.0,4
23,electric,seed023_electric.log,4,384.0,6
23,electric,seed023_electric.log,5,178.0,3
23,electric,seed023_electric.log,6,200.0,3
23,electric,seed023_electric.log,7,300.0,5
25,electric,seed025_electric.log,1,176.0,3
25,electric,seed025_electric.log,2,164.0,3
25,electric,seed025_electric.log,3,268.0,5
25,electric,seed025_electric.log,4,164.0,6
25,electric,seed025_electric.log,5,176.0,2
25,electric,seed025_electric.log,6,252.0,5
25,electric,seed025_electric.log,7,294.0,5
5,electric,seed005_electric.log,1,436.0,3
5,electric,seed005_electric.log,2,300.0,5
5,electric,seed005_electric.log,3,452.0,4
5,electric,seed005_electric.log,4,242.0,5
5,electric,seed005_electric.log,5,364.0,4
5,electric,seed005_electric.log,6,258.0,4
5,electric,seed005_electric.log,7,176.0,3
27,electric,seed027_electric.log,1,342.0,6
27,electric,seed027_electric.log,2,168.0,3
27,electric,seed027_electric.log,3,240.0,4
27,electric,seed027_electric.log,4,256.0,6
27,electric,seed027_electric.log,5,290.0,4
27,electric,seed027_electric.log,6,222.0,2
27,electric,seed027_electric.log,7,178.0,3
28,electric,seed028_electric.log,1,172.0,4
28,electric,seed028_electric.log,2,254.0,3
28,electric,seed028_electric.log,3,246.0,6
28,electric,seed028_electric.log,4,240.0,3
28,electric,seed028_electric.log,5,66.0,2
28,electric,seed028_electric.log,6,182.0,5
28,electric,seed028_electric.log,7,218.0,6
12,electric,seed012_electric.log,1,260.0,4
12,electric,seed012_electric.log,2,372.0,4
12,electric,seed012_electric.log,3,254.0,4
12,electric,seed012_electric.log,4,334.0,3
12,electric,seed012_electric.log,5,488.0,3
12,electric,seed012_electric.log,6,380.0,3
12,electric,seed012_electric.log,7,432.0,6
30,electric,seed030_electric.log,1,192.0,4
30,electric,seed030_electric.log,2,70.0,2
30,electric,seed030_electric.log,3,248.0,3
30,electric,seed030_electric.log,4,284.0,5
30,electric,seed030_electric.log,5,230.0,4
30,electric,seed030_electric.log,6,200.0,5
30,electric,seed030_electric.log,7,128.0,3
19,electric,seed019_electric.log,1,244.0,5
19,electric,seed019_electric.log,2,270.0,2
19,electric,seed019_electric.log,3,276.0,3
19,electric,seed019_electric.log,4,170.0,2
19,electric,seed019_electric.log,5,368.0,3
19,electric,seed019_electric.log,6,318.0,4
19,electric,seed019_electric.log,7,396.0,6
21,electric,seed021_electric.log,1,166.0,3
21,electric,seed021_electric.log,2,340.0,6
21,electric,seed021_electric.log,3,374.0,2
21,electric,seed021_electric.log,4,310.0,8
21,electric,seed021_electric.log,5,164.0,3
21,electric,seed021_electric.log,6,196.0,5
21,electric,seed021_electric.log,7,74.0,2
26,electric,seed026_electric.log,1,174.0,5
26,electric,seed026_electric.log,2,74.0,2
26,electric,seed026_electric.log,3,168.0,4
26,electric,seed026_electric.log,4,272.0,4
26,electric,seed026_electric.log,5,334.0,6
26,electric,seed026_electric.log,6,172.0,4
26,electric,seed026_electric.log,7,76.0,3
31,electric,seed031_electric.log,1,178.0,2
31,electric,seed031_electric.log,2,256.0,5
31,electric,seed031_electric.log,3,274.0,8
31,electric,seed031_electric.log,4,248.0,4
31,electric,seed031_electric.log,5,246.0,5
31,electric,seed031_electric.log,6,140.0,3
31,electric,seed031_electric.log,7,238.0,3
35,electric,seed035_electric.log,1,238.0,3
35,electric,seed035_electric.log,2,254.0,3
35,electric,seed035_electric.log,3,286.0,6
35,electric,seed035_electric.log,4,202.0,4
35,electric,seed035_electric.log,5,222.0,4
35,electric,seed035_electric.log,6,232.0,3
35,electric,seed035_electric.log,7,262.0,5
29,electric,seed029_electric.log,1,190.0,4
29,electric,seed029_electric.log,2,262.0,6
29,electric,seed029_electric.log,3,332.0,4
29,electric,seed029_electric.log,4,234.0,3
29,electric,seed029_electric.log,5,192.0,4
29,electric,seed029_electric.log,6,76.0,3
29,electric,seed029_electric.log,7,390.0,4
24,electric,seed024_electric.log,1,334.0,4
24,electric,seed024_electric.log,2,276.0,5
24,electric,seed024_electric.log,3,288.0,3
24,electric,seed024_electric.log,4,234.0,4
24,electric,seed024_electric.log,5,214.0,5
24,electric,seed024_electric.log,6,270.0,3
24,electric,seed024_electric.log,7,338.0,5
38,electric,seed038_electric.log,1,176.0,3
38,electric,seed038_electric.log,2,242.0,4
38,electric,seed038_electric.log,3,196.0,3
38,electric,seed038_electric.log,4,250.0,7
38,electric,seed038_electric.log,5,238.0,4
38,electric,seed038_electric.log,6,200.0,4
38,electric,seed038_electric.log,7,246.0,4
20,electric,seed020_electric.log,1,418.0,3
20,electric,seed020_electric.log,2,376.0,2
20,electric,seed020_electric.log,3,394.0,3
20,electric,seed020_electric.log,4,398.0,4
20,electric,seed020_electric.log,5,306.0,4
20,electric,seed020_electric.log,6,416.0,5
20,electric,seed020_electric.log,7,264.0,2
40,electric,seed040_electric.log,1,178.0,3
40,electric,seed040_electric.log,2,168.0,4
40,electric,seed040_electric.log,3,312.0,6
40,electric,seed040_electric.log,4,264.0,2
40,electric,seed040_electric.log,5,310.0,5
40,electric,seed040_electric.log,6,244.0,3
40,electric,seed040_electric.log,7,186.0,4
37,electric,seed037_electric.log,1,346.0,6
37,electric,seed037_electric.log,2,166.0,3
37,electric,seed037_electric.log,3,226.0,4
37,electric,seed037_electric.log,4,170.0,4
37,electric,seed037_electric.log,5,342.0,6
37,electric,seed037_electric.log,6,242.0,4
37,electric,seed037_electric.log,7,78.0,2
41,electric,seed041_electric.log,1,246.0,5
41,electric,seed041_electric.log,2,78.0,2
41,electric,seed041_electric.log,3,78.0,2
41,electric,seed041_electric.log,4,278.0,6
41,electric,seed041_electric.log,5,120.0,3
41,electric,seed041_electric.log,6,78.0,4
41,electric,seed041_electric.log,7,316.0,9
39,electric,seed039_electric.log,1,338.0,4
39,electric,seed039_electric.log,2,216.0,4
39,electric,seed039_electric.log,3,176.0,3
39,electric,seed039_electric.log,4,200.0,4
39,electric,seed039_electric.log,5,342.0,5
39,electric,seed039_electric.log,6,328.0,4
39,electric,seed039_electric.log,7,292.0,4
43,electric,seed043_electric.log,1,236.0,5
43,electric,seed043_electric.log,2,160.0,4
43,electric,seed043_electric.log,3,268.0,5
43,electric,seed043_electric.log,4,238.0,5
43,electric,seed043_electric.log,5,268.0,3
43,electric,seed043_electric.log,6,170.0,4
43,electric,seed043_electric.log,7,206.0,3
44,electric,seed044_electric.log,1,176.0,4
44,electric,seed044_electric.log,2,78.0,2
44,electric,seed044_electric.log,3,236.0,5
44,electric,seed044_electric.log,4,246.0,4
44,electric,seed044_electric.log,5,222.0,6
44,electric,seed044_electric.log,6,198.0,4
44,electric,seed044_electric.log,7,198.0,3
45,electric,seed045_electric.log,1,318.0,3
45,electric,seed045_electric.log,2,348.0,2
45,electric,seed045_electric.log,3,346.0,5
45,electric,seed045_electric.log,4,292.0,4
45,electric,seed045_electric.log,5,390.0,7
45,electric,seed045_electric.log,6,426.0,4
45,electric,seed045_electric.log,7,288.0,4
46,electric,seed046_electric.log,1,294.0,6
46,electric,seed046_electric.log,2,350.0,3
46,electric,seed046_electric.log,3,346.0,7
46,electric,seed046_electric.log,4,178.0,3
46,electric,seed046_electric.log,5,342.0,2
46,electric,seed046_electric.log,6,170.0,2
46,electric,seed046_electric.log,7,168.0,5
34,electric,seed034_electric.log,1,352.0,3
34,electric,seed034_electric.log,2,448.0,4
34,electric,seed034_electric.log,3,560.0,4
34,electric,seed034_electric.log,4,390.0,5
34,electric,seed034_electric.log,5,346.0,4
34,electric,seed034_electric.log,6,268.0,2
34,electric,seed034_electric.log,7,396.0,3
32,electric,seed032_electric.log,1,314.0,4
32,electric,seed032_electric.log,2,350.0,5
32,electric,seed032_electric.log,3,264.0,4
32,electric,seed032_electric.log,4,356.0,1
32,electric,seed032_electric.log,5,386.0,4
32,electric,seed032_electric.log,6,368.0,4
32,electric,seed032_electric.log,7,418.0,4
47,electric,seed047_electric.log,1,156.0,4
47,electric,seed047_electric.log,2,200.0,3
47,electric,seed047_electric.log,3,100.0,2
47,electric,seed047_electric.log,4,158.0,6
47,electric,seed047_electric.log,5,278.0,6
47,electric,seed047_electric.log,6,240.0,3
47,electric,seed047_electric.log,7,244.0,5
49,electric,seed049_electric.log,1,296.0,3
49,electric,seed049_electric.log,2,292.0,5
49,electric,seed049_electric.log,3,164.0,3
49,electric,seed049_electric.log,4,194.0,4
49,electric,seed049_electric.log,5,288.0,4
49,electric,seed049_electric.log,6,168.0,4
49,electric,seed049_electric.log,7,316.0,5
42,electric,seed042_electric.log,1,372.0,4
42,electric,seed042_electric.log,2,548.0,5
42,electric,seed042_electric.log,3,174.0,2
42,electric,seed042_electric.log,4,384.0,4
42,electric,seed042_electric.log,5,374.0,4
42,electric,seed042_electric.log,6,270.0,3
42,electric,seed042_electric.log,7,518.0,3
36,electric,seed036_electric.log,1,368.0,6
36,electric,seed036_electric.log,2,432.0,3
36,electric,seed036_electric.log,3,390.0,5
36,electric,seed036_electric.log,4,262.0,4
36,electric,seed036_electric.log,5,334.0,3
36,electric,seed036_electric.log,6,328.0,3
36,electric,seed036_electric.log,7,274.0,3
33,electric,seed033_electric.log,1,426.0,4
33,electric,seed033_electric.log,2,490.0,3
33,electric,seed033_electric.log,3,462.0,6
33,electric,seed033_electric.log,4,360.0,4
33,electric,seed033_electric.log,5,458.0,6
33,electric,seed033_electric.log,6,484.0,2
33,electric,seed033_electric.log,7,410.0,4
48,electric,seed048_electric.log,1,168.0,4
48,electric,seed048_electric.log,2,78.0,2
48,electric,seed048_electric.log,3,446.0,4
48,electric,seed048_electric.log,4,366.0,2
48,electric,seed048_electric.log,5,250.0,4
48,electric,seed048_electric.log,6,444.0,3
48,electric,seed048_electric.log,7,484.0,7
